,MS SubClass,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Open Porch SF,Misc Feature,Sale Type,House Age,Remod Age,SalePrice
1215,120,RL,Pave,None,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6.0,Gable,CompShg,Plywood,Plywood,None,2,CBlock,4,1069.0,GasA,Y,1069.0,1069.0,2.0,2,4.0,1.0,1,Attchd,2,2.0,440.0,55.0,None,WD ,31.0,31.0,146300.0
1216,120,RM,Pave,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5.0,Gable,CompShg,CemntBd,CmentBd,None,2,PConc,4,1040.0,GasA,Y,1040.0,1040.0,1.0,2,6.0,0.0,0,Attchd,1,2.0,499.0,100.0,None,WD ,33.0,33.0,124000.0
1217,190,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,2fmCon,SFoyer,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,4,925.0,GasA,Y,999.0,999.0,1.0,2,6.0,0.0,0,Detchd,1,1.0,308.0,176.0,None,WD ,44.0,44.0,130000.0
1218,20,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,2,PConc,4,1349.0,GasA,Y,1349.0,1349.0,2.0,2,6.0,0.0,0,Attchd,1,2.0,539.0,55.0,None,WD ,7.0,6.0,179000.0
1220,30,RM,Pave,None,Lvl,Corner,OldTown,Artery,Norm,1Fam,1Story,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,747.0,GasA,Y,747.0,747.0,1.0,2,4.0,0.0,0,Attchd,1,1.0,220.0,0.0,None,WD ,65.0,60.0,80000.0
1221,20,RL,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,CemntBd,CmentBd,Stone,3,PConc,4,1573.0,GasA,Y,1578.0,1578.0,2.0,4,7.0,1.0,4,Attchd,3,3.0,840.0,36.0,None,New,1.0,0.0,287090.0
1222,20,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,BrkFace,BrkFace,None,2,PConc,0,0.0,GasA,Y,882.0,882.0,1.0,2,4.0,0.0,0,Detchd,1,1.0,308.0,45.0,None,WD ,52.0,52.0,97000.0
1223,120,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1368.0,GasA,Y,1511.0,1511.0,2.0,3,5.0,1.0,3,Attchd,3,2.0,398.0,30.0,None,WD ,4.0,4.0,246990.0
1225,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,7.0,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,2,CBlock,3,1312.0,GasA,Y,1312.0,1312.0,1.0,2,6.0,1.0,4,Attchd,2,2.0,495.0,304.0,Othr,WD ,50.0,7.0,186000.0
1228,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,628.0,GasA,Y,628.0,1356.0,2.0,3,6.0,1.0,4,BuiltIn,3,2.0,484.0,24.0,None,New,1.0,1.0,177439.0
1230,60,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7.0,Hip,CompShg,Plywood,Plywood,BrkFace,2,CBlock,3,803.0,GasA,Y,1098.0,1964.0,2.0,2,8.0,1.0,4,Attchd,2,2.0,483.0,69.0,None,WD ,32.0,32.0,205000.0
1231,120,RL,Pave,None,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,CemntBd,CmentBd,None,3,PConc,4,1312.0,GasA,Y,1321.0,1321.0,1.0,3,4.0,1.0,3,Attchd,2,2.0,484.0,64.0,None,WD ,17.0,17.0,212000.0
1232,120,RM,Pave,None,HLS,Corner,Crawfor,Artery,Norm,TwnhsE,1Story,8.0,Hip,CompShg,CemntBd,CmentBd,Stone,3,PConc,5,1594.0,GasA,Y,1646.0,1646.0,2.0,3,5.0,1.0,4,Attchd,3,2.0,525.0,53.0,None,WD ,6.0,5.0,246000.0
1233,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,WdShing,Plywood,BrkFace,3,CBlock,4,1260.0,GasA,Y,1260.0,1260.0,2.0,2,6.0,0.0,0,Attchd,1,2.0,598.0,0.0,None,WD ,25.0,25.0,181900.0
1234,50,RM,Pave,None,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,926.0,GasA,Y,926.0,1316.0,1.0,2,6.0,0.0,0,Detchd,1,2.0,484.0,0.0,None,WD ,81.0,9.0,130000.0
1235,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5.0,Gable,CompShg,Wd Sdng,Wd Shng,None,2,BrkTil,2,264.0,GasA,Y,768.0,1432.0,2.0,2,7.0,0.0,0,Detchd,1,2.0,360.0,0.0,None,WD ,97.0,5.0,132000.0
1236,60,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,779.0,GasA,Y,1029.0,1958.0,2.0,3,7.0,1.0,3,Attchd,2,2.0,499.0,93.0,None,CWD,13.0,6.0,220000.0
1237,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8.0,Hip,CompShg,VinylSd,VinylSd,None,3,PConc,4,1753.0,GasA,Y,1788.0,1788.0,2.0,4,7.0,1.0,3,Attchd,2,2.0,522.0,151.0,None,WD ,8.0,8.0,236500.0
1238,60,FV,Pave,None,Lvl,Inside,Somerst,RRAn,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,832.0,GasA,Y,832.0,1935.0,2.0,2,8.0,0.0,0,BuiltIn,3,2.0,552.0,150.0,None,New,0.0,0.0,263435.0
1239,50,RM,Pave,None,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,1272.0,GasA,Y,1272.0,1969.0,2.0,2,9.0,1.0,4,Detchd,1,2.0,400.0,34.0,None,COD,70.0,50.0,141000.0
1240,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,847.0,GasA,Y,847.0,1986.0,2.0,3,9.0,1.0,4,BuiltIn,3,2.0,434.0,48.0,None,WD ,5.0,5.0,213000.0
1241,20,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1214.0,GasA,Y,1214.0,1214.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,520.0,25.0,None,New,1.0,0.0,179781.0
1242,120,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,3,PConc,4,1342.0,GasA,Y,1342.0,1342.0,2.0,3,6.0,1.0,4,Attchd,3,2.0,550.0,35.0,None,WD ,2.0,1.0,234250.0
1243,20,RL,Pave,None,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,8.0,Hip,WdShake,Stone,HdBoard,None,3,CBlock,4,1565.0,GasA,Y,2898.0,2898.0,2.0,3,10.0,1.0,4,Attchd,3,2.0,665.0,72.0,None,COD,32.0,32.0,287000.0
1244,60,RL,Pave,None,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,5,870.0,GasA,Y,878.0,2004.0,2.0,3,8.0,1.0,4,BuiltIn,3,3.0,644.0,48.0,None,WD ,7.0,7.0,257500.0
1245,30,RM,Pave,None,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,960.0,GasA,N,986.0,986.0,1.0,2,5.0,1.0,4,Detchd,1,1.0,180.0,128.0,None,WD ,81.0,57.0,102000.0
1246,45,RM,Pave,Grvl,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1.5Unf,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,PConc,3,637.0,GasA,Y,1108.0,1108.0,1.0,3,6.0,1.0,4,Attchd,1,1.0,280.0,0.0,None,WD ,77.0,57.0,139400.0
1247,50,RL,Pave,Grvl,Lvl,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,3.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,PConc,3,672.0,GasA,Y,694.0,1214.0,1.0,2,6.0,0.0,0,Detchd,1,3.0,936.0,0.0,None,WD ,91.0,56.0,105000.0
1249,80,RL,Pave,None,Lvl,CulDSac,Edwards,Norm,Norm,1Fam,SLvl,6.0,Flat,Tar&Grv,Plywood,Plywood,None,3,CBlock,4,697.0,GasA,Y,1575.0,2201.0,2.0,3,8.0,1.0,4,Attchd,1,2.0,432.0,236.0,None,WD ,40.0,40.0,274970.0
1250,120,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1220.0,GasA,Y,1220.0,1220.0,2.0,3,5.0,1.0,4,Attchd,3,2.0,397.0,16.0,None,WD ,4.0,3.0,180000.0
1251,70,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7.0,Gambrel,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,689.0,GasA,Y,689.0,1378.0,2.0,3,7.0,1.0,4,Detchd,1,2.0,360.0,0.0,None,WD ,80.0,3.0,161000.0
1252,20,RL,Pave,None,Low,Inside,Edwards,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,0,0.0,GasA,Y,930.0,930.0,1.0,3,6.0,0.0,0,Detchd,1,1.0,308.0,0.0,None,WD ,64.0,4.0,84900.0
1253,190,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,2fmCon,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,988.0,GasA,Y,988.0,988.0,1.0,2,5.0,0.0,0,Attchd,1,1.0,264.0,0.0,None,WD ,52.0,52.0,119000.0
1254,20,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,1964.0,GasA,Y,1964.0,1964.0,2.0,3,7.0,1.0,4,Attchd,3,3.0,892.0,265.0,None,WD ,3.0,2.0,370000.0
1255,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1270.0,GasA,Y,1270.0,1270.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,524.0,96.0,None,WD ,2.0,1.0,175900.0
1256,90,RL,Pave,None,Lvl,Inside,SawyerW,Feedr,Norm,Duplex,2Story,5.0,Gable,CompShg,Plywood,Plywood,None,2,Slab,0,0.0,GasA,Y,1120.0,2240.0,2.0,2,12.0,0.0,0,Detchd,1,2.0,528.0,0.0,None,WD ,30.0,30.0,142953.0
1257,120,RL,Pave,None,Lvl,FR2,Veenker,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,BrkFace,BrkFace,None,3,PConc,4,1494.0,GasA,Y,1494.0,1494.0,1.0,3,5.0,1.0,4,Attchd,3,2.0,478.0,30.0,None,WD ,13.0,12.0,279700.0
1258,20,RL,Pave,None,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,5.0,Gable,CompShg,BrkFace,BrkFace,None,2,CBlock,2,1179.0,GasA,Y,1364.0,1364.0,1.0,2,6.0,1.0,4,Attchd,2,1.0,331.0,60.0,None,WD ,49.0,49.0,132000.0
1259,60,RL,Pave,None,Lvl,Inside,CollgCr,PosN,Norm,1Fam,2Story,9.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,1440.0,GasA,Y,1476.0,2153.0,2.0,4,8.0,2.0,5,Attchd,3,3.0,736.0,142.0,None,WD ,9.0,9.0,313000.0
1260,50,C (all),Pave,None,Low,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,637.0,GasA,Y,897.0,1336.0,1.0,2,7.0,0.0,0,CarPort,1,1.0,570.0,47.0,None,COD,86.0,56.0,108000.0
1261,60,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,746.0,GasA,Y,760.0,1656.0,2.0,3,7.0,1.0,4,BuiltIn,3,2.0,397.0,128.0,None,WD ,5.0,4.0,165400.0
1262,60,RL,Pave,None,Lvl,Inside,CollgCr,PosN,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,781.0,GasA,Y,795.0,1499.0,2.0,3,6.0,1.0,3,Attchd,2,2.0,473.0,91.0,None,WD ,11.0,11.0,187000.0
1264,60,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,3,848.0,GasA,Y,1118.0,2030.0,2.0,3,8.0,1.0,3,Attchd,3,2.0,551.0,224.0,None,WD ,31.0,31.0,195000.0
1266,60,RL,Pave,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1065.0,GasA,Y,1091.0,1989.0,2.0,3,7.0,1.0,4,Attchd,3,2.0,586.0,60.0,None,WD ,4.0,4.0,255000.0
1267,20,RL,Pave,None,Lvl,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,BrkFace,MetalSd,None,2,PConc,3,1898.0,GasA,Y,1898.0,1898.0,2.0,2,7.0,2.0,3,Attchd,1,2.0,484.0,51.0,None,WD ,52.0,52.0,236500.0
1268,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,988.0,GasA,Y,988.0,988.0,1.0,2,5.0,0.0,0,Detchd,1,1.0,360.0,0.0,None,WD ,41.0,41.0,129250.0
1270,90,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,Duplex,2Story,5.0,Gable,CompShg,Plywood,Plywood,None,2,CBlock,0,0.0,GasA,Y,936.0,1872.0,2.0,2,8.0,0.0,0,Attchd,1,2.0,484.0,0.0,None,WD ,32.0,32.0,100000.0
1271,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1531.0,GasA,Y,1531.0,2439.0,2.0,3,7.0,1.0,3,Attchd,3,2.0,560.0,121.0,None,WD ,6.0,6.0,275000.0
1273,20,RL,Pave,None,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,5.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,864.0,GasA,Y,1200.0,1200.0,1.0,3,6.0,0.0,0,Detchd,1,2.0,884.0,64.0,None,WD ,41.0,8.0,146000.0
1275,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,2,PConc,4,1057.0,GasA,Y,1057.0,2034.0,2.0,3,8.0,0.0,0,Attchd,2,2.0,645.0,36.0,None,WD ,12.0,11.0,219500.0
1276,120,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1405.0,GasA,Y,1405.0,1405.0,2.0,3,6.0,1.0,3,Attchd,2,2.0,478.0,36.0,None,WD ,6.0,6.0,173000.0
1277,20,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,3,1134.0,GasA,Y,1229.0,1229.0,1.0,2,6.0,0.0,0,Attchd,2,1.0,284.0,0.0,None,WD ,53.0,53.0,135000.0
1278,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,979.0,GasA,Y,992.0,1932.0,2.0,3,7.0,1.0,4,Attchd,2,2.0,610.0,120.0,None,WD ,4.0,4.0,213000.0
1279,20,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,3,967.0,GasA,Y,1299.0,1299.0,1.0,3,6.0,1.0,3,Attchd,1,2.0,494.0,0.0,None,WD ,53.0,12.0,150000.0
1280,120,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,1258.0,GasA,Y,1402.0,1402.0,0.0,3,7.0,1.0,4,Attchd,3,3.0,648.0,16.0,None,New,1.0,0.0,194201.0
1281,120,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1346.0,GasA,Y,1504.0,1504.0,2.0,3,7.0,1.0,4,Attchd,3,2.0,457.0,0.0,None,WD ,4.0,3.0,181000.0
1282,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1442.0,GasA,Y,1442.0,1442.0,1.0,2,7.0,0.0,0,Attchd,2,1.0,301.0,0.0,Shed,COD,49.0,49.0,157900.0
1283,60,RL,Pave,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,951.0,GasA,Y,951.0,1779.0,2.0,3,7.0,1.0,3,Attchd,3,2.0,586.0,107.0,None,WD ,7.0,6.0,217000.0
1284,60,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1082.0,GasA,Y,1082.0,1953.0,2.0,3,9.0,1.0,4,Attchd,2,3.0,1043.0,50.0,None,WD ,4.0,3.0,252000.0
1285,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,872.0,GasA,Y,872.0,1909.0,2.0,3,8.0,0.0,0,BuiltIn,2,2.0,529.0,108.0,None,WD ,4.0,4.0,197000.0
1286,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,868.0,GasA,Y,868.0,1630.0,2.0,3,7.0,1.0,4,BuiltIn,3,2.0,436.0,48.0,None,WD ,5.0,4.0,189500.0
1287,50,RL,Pave,Grvl,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,Stucco,Stucco,None,2,BrkTil,3,686.0,GasW,Y,686.0,1250.0,1.0,1,7.0,0.0,0,Detchd,1,1.0,280.0,0.0,None,WD ,88.0,56.0,116000.0
1288,20,RL,Pave,None,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1328.0,GasA,Y,1328.0,1328.0,1.0,2,6.0,2.0,4,Attchd,1,2.0,528.0,26.0,None,WD ,47.0,47.0,143000.0
1289,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,876.0,GasA,Y,988.0,988.0,1.0,2,6.0,0.0,0,Attchd,1,1.0,276.0,80.0,None,WD ,57.0,57.0,119000.0
1290,50,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,854.0,GasA,Y,854.0,1278.0,1.0,2,6.0,0.0,0,Attchd,1,1.0,240.0,0.0,None,WD ,54.0,54.0,127500.0
1291,60,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,858.0,GasA,Y,858.0,1716.0,2.0,3,7.0,0.0,0,Attchd,2,2.0,615.0,53.0,None,WD ,1.0,1.0,200825.0
1292,30,RL,Pave,Grvl,Lvl,Inside,Edwards,Feedr,Norm,1Fam,1Story,2.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,498.0,GasA,N,498.0,498.0,1.0,2,3.0,0.0,0,Detchd,1,1.0,216.0,0.0,None,ConLD,84.0,51.0,35000.0
1293,60,RL,Pave,None,Lvl,Corner,NWAmes,Norm,Norm,1Fam,2Story,7.0,Mansard,WdShake,Plywood,Plywood,BrkFace,3,PConc,4,1420.0,GasA,Y,1420.0,2840.0,2.0,3,8.0,2.0,4,Attchd,3,4.0,1314.0,16.0,None,WD ,30.0,30.0,292500.0
1297,120,RL,Pave,None,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6.0,Gable,CompShg,Plywood,Plywood,None,2,CBlock,4,1069.0,GasA,Y,1069.0,1069.0,2.0,2,4.0,1.0,2,Attchd,2,2.0,440.0,55.0,None,WD ,33.0,33.0,127500.0
1298,20,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1335.0,GasA,Y,1335.0,1335.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,575.0,210.0,None,New,1.0,0.0,210400.0
1299,120,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,4,PConc,5,1518.0,GasA,Y,1518.0,1518.0,1.0,4,6.0,1.0,4,Attchd,2,2.0,588.0,140.0,None,WD ,5.0,4.0,274000.0
1301,50,RM,Pave,Grvl,Lvl,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,CBlock,3,771.0,GasA,Y,866.0,1484.0,2.0,2,6.0,0.0,0,Detchd,1,1.0,264.0,211.0,None,COD,97.0,57.0,50000.0
1302,50,RM,Pave,None,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,PConc,2,686.0,GasA,Y,966.0,1652.0,2.0,2,7.0,0.0,0,Detchd,1,1.0,416.0,0.0,Shed,WD ,95.0,60.0,139000.0
1303,60,RL,Pave,None,Bnk,Inside,Veenker,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,PConc,4,1223.0,GasA,Y,1271.0,2503.0,2.0,3,7.0,1.0,3,Attchd,2,2.0,564.0,99.0,None,WD ,17.0,17.0,300000.0
1304,80,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,8.0,Gable,CompShg,Plywood,Wd Sdng,None,3,CBlock,4,1952.0,GasA,Y,2000.0,2704.0,2.0,4,9.0,3.0,3,Attchd,3,2.0,538.0,111.0,None,WD ,37.0,14.0,345000.0
1305,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,PConc,4,1556.0,GasA,Y,1592.0,1592.0,2.0,3,7.0,1.0,3,Attchd,3,2.0,484.0,35.0,None,WD ,13.0,12.0,228000.0
1306,80,RL,Pave,None,Lvl,Corner,Gilbert,Norm,Norm,1Fam,SLvl,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,384.0,GasA,Y,754.0,1394.0,2.0,3,7.0,1.0,3,BuiltIn,3,2.0,400.0,0.0,None,WD ,4.0,4.0,165500.0
1307,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,686.0,GasA,N,810.0,1328.0,1.0,2,8.0,0.0,0,Detchd,1,1.0,210.0,172.0,None,WD ,81.0,56.0,107000.0
1308,120,RL,Pave,None,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,CemntBd,CmentBd,None,3,PConc,5,1593.0,GasA,Y,1593.0,1593.0,1.0,4,5.0,1.0,4,Attchd,3,2.0,682.0,120.0,None,WD ,7.0,6.0,286000.0
1309,30,C (all),Pave,None,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,720.0,GasA,N,720.0,720.0,1.0,2,4.0,0.0,0,None,0,0.0,0.0,523.0,None,WD ,89.0,59.0,34900.0
1310,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,912.0,GasA,Y,912.0,912.0,1.0,2,5.0,0.0,0,Attchd,1,1.0,288.0,0.0,None,WD ,42.0,42.0,115000.0
1311,120,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1273.0,GasA,Y,1456.0,1456.0,2.0,3,7.0,1.0,3,Attchd,3,2.0,400.0,20.0,None,WD ,3.0,3.0,215000.0
1312,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,672.0,GasA,Y,1272.0,1944.0,2.0,2,8.0,0.0,0,Detchd,1,1.0,216.0,28.0,Shed,WD ,94.0,15.0,179900.0
1313,120,RL,Pave,None,Lvl,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,HdBoard,HdBoard,None,3,PConc,4,1488.0,GasA,Y,1502.0,1502.0,1.0,3,4.0,0.0,0,Attchd,2,2.0,528.0,54.0,None,WD ,25.0,25.0,212000.0
1314,60,RL,Pave,None,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1074.0,GasA,Y,1074.0,2064.0,2.0,3,7.0,1.0,4,Attchd,3,2.0,527.0,119.0,None,WD ,1.0,1.0,250000.0
1315,50,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,1042.0,GasA,Y,1042.0,1576.0,1.0,2,8.0,1.0,4,Detchd,1,1.0,225.0,0.0,None,WD ,78.0,56.0,149000.0
